name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Lionel Messi,L. Messi,F,Argentina,10,31,15.5,22.6,15.5
Kylian Mbappé,K. Mbappé,F,France,12,27,13.5,36.4,13.5
Erling Haaland,E. Haaland,F,Norway,10,27,13.5,11.7,13.5
Deniz Undav,D. Undav,F,Germany,5.5,26,13,6.2,13
Daniel Muñoz,D. Muñoz,D,Colombia,5.5,26,13,4.9,13
Alexander Freeman,A. Freeman,D,USA,5,26,13,1.1,13
Felix Nmecha,F. Nmecha,M,Germany,5.5,25,12.5,4.9,12.5
Aymeric Laporte,A. Laporte,D,Spain,5.5,23,11.5,4.1,11.5
Vinícius Júnior,Vinícius Jr.,M,Brazil,11,22,11,11.8,11
Mohamed Salah,M. Salah,M,Egypt,8,22,11,2.5,11
Michael Olise,M. Olise,M,France,10.5,22,11,26.1,11
Alexander Isak,A. Isak,F,Sweden,7,22,11,3.5,11
Cody Gakpo,C. Gakpo,M,Netherlands,7.5,22,11,2.9,11
Crysencio Summerville,C. Summerville,M,Netherlands,5.5,22,11,3.5,11
Joshua Kimmich,J. Kimmich,D,Germany,7.5,21,10.5,9.8,10.5
Facundo Medina,F. Medina,D,Argentina,4.5,21,10.5,1.2,10.5
Maximiliano Araújo,M. Araújo,M,Uruguay,5.5,21,10.5,1.2,10.5
Nuno Mendes,N. Mendes,D,Portugal,7.5,20,10,22,10
Wilfried Singo,W. Singo,D,Côte d'Ivoire,4.5,20,10,1.3,10
Nathaniel Brown,N. Brown,D,Germany,5,20,10,3.1,10
Pau Cubarsí,P. Cubarsí,D,Spain,6,19,9.5,17.8,9.5
Denzel Dumfries,D. Dumfries,D,Netherlands,6.5,19,9.5,8.9,9.5
Granit Xhaka,G. Xhaka,M,Switzerland,7,19,9.5,1.5,9.5
Ayase Ueda,A. Ueda,F,Japan,6.5,19,9.5,1.7,9.5
Elijah Just,E. Just,M,New Zealand,4,19,9.5,1,9.5
Gideon Mensah,G. Mensah,D,Ghana,4.5,19,9.5,0.2,9.5
Jerome Opoku,J. Opoku,D,Ghana,4.5,19,9.5,0.1,9.5
Raúl Rangel,R. Rangel,G,Mexico,4.5,19,9.5,1.9,9.5
Erik Lira,E. Lira,D,Mexico,4.5,19,9.5,1.3,9.5
Achraf Hakimi,A. Hakimi,D,Morocco,8,18,9,16.7,9
Marc Cucurella,M. Cucurella,D,Spain,6.5,18,9,11.8,9
Lisandro Martínez,L. Martínez,D,Argentina,5.5,18,9,6.4,9
Jonathan David,J. David,F,Canada,6.5,18,9,1.9,9
Julio Enciso,J. Enciso,M,Paraguay,6,18,9,1.6,9
Rubén Vargas,R. Vargas,M,Switzerland,5.5,18,9,0.8,9
Ramin Rezaeian,R. Rezaeian,M,Iran,4.5,18,9,0.4,9
Jonas Adjei Adjetey,J. A. Adjetey,D,Ghana,4.5,18,9,0.2,9
Marvin Senaya,M. Senaya,D,Ghana,4,18,9,0.4,9
Richie Laryea,R. Laryea,D,Canada,4.5,18,9,0.2,9
Ousmane Dembélé,O. Dembélé,M,France,11.5,17,8.5,10.5,8.5
João Neves,J. Neves,M,Portugal,8,17,8.5,5.3,8.5
Ismael Saibari,I. Saibari,M,Morocco,6.5,17,8.5,3.7,8.5
Marquinhos,Marquinhos,D,Brazil,6.5,17,8.5,9.9,8.5
Kang-in Lee,K. Lee,M,South Korea,6,17,8.5,2.7,8.5
Mikel Oyarzabal,M. Oyarzabal,F,Spain,8,17,8.5,5.7,8.5
Dayot Upamecano,D. Upamecano,D,France,6,17,8.5,11.9,8.5
Hwang In-beom,H. In-beom,M,South Korea,4.5,17,8.5,1.4,8.5
Keito Nakamura,K. Nakamura,M,Japan,5,17,8.5,1.5,8.5
Teboho Mokoena,T. Mokoena,M,South Africa,4.5,17,8.5,0.3,8.5
Alireza Beiranvand,A. Beiranvand,G,Iran,4.5,17,8.5,0.3,8.5
Brandon Mechele,B. Mechele,D,Belgium,4.5,17,8.5,0.3,8.5
Jesús Gallardo,J. Gallardo,D,Mexico,4.5,17,8.5,0.4,8.5
Pico,Pico,D,Cabo Verde,4,17,8.5,0.3,8.5
Finn Surman,F. Surman,D,New Zealand,4,17,8.5,0.1,8.5
Harry Kane,H. Kane,F,England,12,16,8,23.6,8
Thibaut Courtois,T. Courtois,G,Belgium,6.5,16,8,13,8
Viktor Gyökeres,V. Gyökeres,F,Sweden,7.5,16,8,5.1,8
Luis Díaz,L. Díaz,M,Colombia,8.5,16,8,10.3,8
Matheus Cunha,M. Cunha,F,Brazil,7.5,16,8,3.7,8
Gabriel Magalhães,G. Magalhães,D,Brazil,7,16,8,11.2,8
Arthur Masuaku,A. Masuaku,D,DR Congo,4.5,16,8,0.3,8
Daichi Kamada,D. Kamada,M,Japan,5.5,16,8,1.4,8
Unai Simón,U. Simón,G,Spain,5.5,16,8,7.8,8
Breel Embolo,B. Embolo,F,Switzerland,6,16,8,2.8,8
Johan Vásquez,J. Vásquez,D,Mexico,5,16,8,1.7,8
Eloy Room,E. Room,G,Curaçao,4,16,8,0.4,8
Alessandro Circati,A. Circati,D,Australia,5,16,8,0.2,8
Jamal Musiala,J. Musiala,M,Germany,8.5,15,7.5,3.9,7.5
Emam Ashour,E. Ashour,M,Egypt,5,15,7.5,1.4,7.5
Virgil van Dijk,V. van Dijk,D,Netherlands,7,15,7.5,13.5,7.5
Rodri,Rodri,M,Spain,7.5,15,7.5,2.7,7.5
Noussair Mazraoui,N. Mazraoui,D,Morocco,6,15,7.5,8.5,7.5
Willian Pacho,W. Pacho,D,Ecuador,6,15,7.5,19,7.5
Diogo Costa,D. Costa,G,Portugal,5.5,15,7.5,9.3,7.5
Davinson Sánchez,D. Sánchez,D,Colombia,5,15,7.5,1.2,7.5
Martin Baturina,M. Baturina,M,Croatia,6,15,7.5,1.9,7.5
Brian Brobbey,B. Brobbey,F,Netherlands,4.5,15,7.5,1.5,7.5
Yasin Ayari,Y. Ayari,M,Sweden,5.5,15,7.5,1.9,7.5
Mostafa Shobeir,M. Shobeir,G,Egypt,4.5,15,7.5,1.4,7.5
Ladislav Krejčí,L. Krejčí,D,Czechia,5.5,15,7.5,1.8,7.5
Ko Itakura,K. Itakura,D,Japan,5,15,15,0.3,7.5
Luis Romo,L. Romo,D,Mexico,4,15,15,0.4,7.5
Diney Borges,Diney,D,Cabo Verde,4,15,7.5,0.4,7.5
Paul Okon-Engstler,P. Okon-Engstler,M,Australia,4.5,15,7.5,0.1,7.5
Grant Hanley,G. Hanley,D,Scotland,4.5,15,7.5,0.1,7.5
Pedri,Pedri,M,Spain,9,14,7,13.8,7
Bruno Fernandes,B. Fernandes,M,Portugal,9.5,14,7,14.2,7
Brahim Díaz,B. Díaz,M,Morocco,7.5,14,7,3.7,7
Sadio Mané,S. Mané,M,Senegal,8,14,7,1.2,7
Declan Rice,D. Rice,M,England,8,14,7,4.3,7
Lucas Paquetá,L. Paquetá,M,Brazil,6.5,14,7,2.2,7
Cristian Romero,C. Romero,D,Argentina,5.5,14,7,7.7,7
Ryan Gravenberch,R. Gravenberch,M,Netherlands,7,14,7,1.6,7
Manuel Akanji,M. Akanji,D,Switzerland,5.5,14,7,5.2,7
Marc Guéhi,M. Guéhi,D,England,6,14,7,10.6,7
Julián Quiñones,J. Quiñones,F,Mexico,4.5,14,7,3,7
Hannibal Mejbri,H. Mejbri,M,Tunisia,4.5,14,7,0.7,7
Nico Schlotterbeck,N. Schlotterbeck,D,Germany,7,14,7,2.9,7
Elliot Anderson,E. Anderson,M,England,6.5,14,7,1.5,7
Renato Veiga,R. Veiga,D,Portugal,5,14,7,0.7,7
Josip Stanišić,J. Stanišić,D,Croatia,5.5,14,7,2.5,7
Benjamin Asare,B. Asare,G,Ghana,4,14,7,0.6,7
Lewis Ferguson,L. Ferguson,M,Scotland,5,14,7,0.2,7
Pedro Vite,P. Vite,M,Ecuador,5.5,14,7,0.5,7
Nathan Ngoy,N. Ngoy,D,Belgium,4.5,14,7,0.3,7
Nikola Katić,N. Katić,D,Bosnia & Herzegovina,4.5,14,7,0.4,7
Chris Richards,C. Richards,D,USA,5,14,7,0.3,7
Juan Cáceres,J. Cáceres,D,Paraguay,4.5,14,7,0.1,7
Tim Ream,T. Ream,D,USA,4.5,14,7,0.2,7
Alistair Johnston,A. Johnston,D,Canada,4.5,14,7,0.1,7
Mohanad Lasheen,M. Lasheen,M,Egypt,5.5,14,7,0.4,7
Patrick Beach,P. Beach,G,Australia,4,14,7,0.8,7
Livano Comenencia,L. Comenencia,D,Curaçao,4,14,7,0.2,7
Jack Hendry,J. Hendry,D,Scotland,4,14,7,0.2,7
Cristiano Ronaldo,C. Ronaldo,F,Portugal,9,13,6.5,14.1,6.5
Florian Wirtz,F. Wirtz,M,Germany,8.5,13,6.5,3.9,6.5
Amad Diallo,A. Diallo,M,Côte d'Ivoire,6.5,13,6.5,2.5,6.5
Martin Ødegaard,M. Ødegaard,M,Norway,8,13,6.5,2,6.5
Kai Havertz,K. Havertz,F,Germany,7,13,6.5,9.4,6.5
Emiliano Martínez,E. Martínez,G,Argentina,5.5,13,6.5,20.8,6.5
Franck Kessié,F. Kessié,M,Côte d'Ivoire,6.5,13,6.5,0.6,6.5
Yan Diomande,Y. Diomande,M,Côte d'Ivoire,8,13,6.5,2.3,6.5
Leandro Trossard,L. Trossard,M,Belgium,7,13,6.5,1.1,6.5
Ismaïla Sarr,I. Sarr,F,Senegal,5,13,6.5,2.3,6.5
Vozinha,Vozinha,G,Cabo Verde,4.5,13,6.5,3.5,6.5
Folarin Balogun,F. Balogun,F,USA,6,13,6.5,4.5,6.5
Adrien Rabiot,A. Rabiot,M,France,6.5,13,6.5,1.3,6.5
Sergiño Dest,S. Dest,D,USA,5,13,6.5,1.8,6.5
Malik Tillman,M. Tillman,M,USA,5.5,13,6.5,1,6.5
Abdülkerim Bardakcı,A. Bardakcı,D,Türkiye,5,13,6.5,0.4,6.5
John McGinn,J. McGinn,M,Scotland,6,13,6.5,1.8,6.5
Johan Manzambi,J. Manzambi,M,Switzerland,6,13,6.5,1.3,6.5
Mostafa Ziko,M. Ziko,M,Egypt,4.5,13,6.5,0.3,6.5
Yahia Fofana,Y. Fofana,G,Côte d'Ivoire,5,13,6.5,1.2,6.5
Antonee Robinson,A. Robinson,D,USA,5,13,6.5,1,6.5
Ricardo Rodríguez,R. Rodríguez,D,Switzerland,5,13,6.5,0.5,6.5
Romano Schmid,R. Schmid,M,Austria,6,13,6.5,1,6.5
Luc De Fougerolles,L. D. Fougerolles,D,Canada,4,13,6.5,0.2,6.5
Shoja Khalilzadeh,S. Khalilzadeh,D,Iran,4.5,13,6.5,0.1,6.5
Arda Güler,A. Güler,M,Türkiye,8,12,6,5.8,6
Jules Koundé,J. Koundé,D,France,6.5,12,6,5.9,6
Yassine Bounou,Bono,G,Morocco,5.5,12,6,12.2,6
Piero Hincapié,P. Hincapié,D,Ecuador,6,12,6,10.1,6
Hakan Çalhanoğlu,H. Çalhanoğlu,M,Türkiye,8,12,6,0.7,6
Neil El Aynaoui,N. El Aynaoui,M,Morocco,5,12,6,1.2,6
Zion Suzuki,Z. Suzuki,G,Japan,4,12,6,4.2,6
Hiroki Itō,H. Itō,D,Japan,5,12,6,1,6
Omar Alderete,O. Alderete,D,Paraguay,5,12,6,0.4,6
Jhon Lucumí,J. Lucumí,D,Colombia,5,12,6,0.3,6
Emmanuel Agbadou,E. Agbadou,D,Côte d'Ivoire,4.5,12,6,0.5,6
Tahith Chong,T. Chong,M,Curaçao,4,12,6,0.7,6
İsmail Yüksek,İ. Yüksek,M,Türkiye,5.5,12,6,0.5,6
Ghislain Konan,G. Konan,D,Côte d'Ivoire,5,12,6,0.2,6
Cyle Larin,C. Larin,F,Canada,5,12,6,0.3,6
Stephen Eustaquio,S. Eustaquio,M,Canada,5,12,6,0.2,6
Nathan-Dylan Saliba,N. Saliba,M,Canada,4.5,12,12,0.2,6
Harry Souttar,H. Souttar,D,Australia,4.5,12,6,0.2,6
Angus Gunn,A. Gunn,G,Scotland,4.5,12,6,0.3,6
Mohannad Abu Taha,M. A. Taha,M,Jordan,4,12,6,0.1,6
Nizar Al-Rashdan,N. Al-Rashdan,M,Jordan,4,12,6,0.1,6
Noor Al-Rawabdeh,N. Al Rawabdeh,M,Jordan,4,12,6,0.1,6
Jude Bellingham,J. Bellingham,M,England,8.5,11,5.5,7.3,5.5
Omar Marmoush,O. Marmoush,F,Egypt,7.5,11,5.5,2.1,5.5
Enzo Fernández,E. Fernández,M,Argentina,8,11,5.5,2.1,5.5
Moisés Caicedo,M. Caicedo,M,Ecuador,7,11,5.5,2.9,5.5
Yoane Wissa,Y. Wissa,F,DR Congo,5.5,11,5.5,1.6,5.5
Alisson,Alisson,G,Brazil,6,11,5.5,14.2,5.5
William Saliba,W. Saliba,D,France,7,11,5.5,9.7,5.5
Abbosbek Fayzullaev,A. Fayzullaev,M,Uzbekistan,4,11,5.5,2.2,5.5
Ivan Perišić,I. Perišić,M,Croatia,6.5,11,5.5,1.1,5.5
Chadi Riad,C. Riad,D,Morocco,4.5,11,5.5,0.7,5.5
Dominik Livaković,D. Livaković,G,Croatia,5,11,5.5,5.3,5.5
Pedro Porro,P. Porro,D,Spain,5.5,11,11,3.1,5.5
Douglas Santos,D. Santos,D,Brazil,5.5,11,5.5,2,5.5
Youri Tielemans,Y. Tielemans,M,Belgium,8,11,5.5,0.5,5.5
Gustavo Gómez,G. Gómez,D,Paraguay,5.5,11,5.5,2.3,5.5
Chris Wood,C. Wood,F,New Zealand,4.5,11,5.5,1.2,5.5
Moussa Niakhaté,M. Niakhaté,D,Senegal,5,11,5.5,0.4,5.5
Jordan Pickford,J. Pickford,G,England,5.5,11,5.5,8.4,5.5
Tarik Muharemović,T. Muharemović,D,Bosnia & Herzegovina,5,11,5.5,0.7,5.5
Sead Kolašinac,S. Kolašinac,D,Bosnia & Herzegovina,4.5,11,5.5,0.7,5.5
Jan Paul van Hecke,J. P. van Hecke,D,Netherlands,5.5,11,5.5,2.2,5.5
Roberto Alvarado,R. Alvarado,M,Mexico,5.5,11,5.5,0.6,5.5
Agustín Canobbio,A. Canobbio,M,Uruguay,5,11,5.5,0.3,5.5
Mathías Olivera,M. Olivera,D,Uruguay,5,11,5.5,0.4,5.5
Gustavo Puerta,G. Puerta,M,Colombia,4.5,11,5.5,0.2,5.5
Hernán Galíndez,H. Galíndez,G,Ecuador,4.5,11,5.5,1,5.5
Nicolas Seiwald,N. Seiwald,M,Austria,5.5,11,5.5,0.5,5.5
Israel Reyes,I. Reyes,D,Mexico,5,11,5.5,0.4,5.5
Orlando Gill,O. Gill,G,Paraguay,4.5,11,5.5,0.1,5.5
Mohammad Mohebi,M. Mohebi,M,Iran,4.5,11,5.5,0,5.5
Kevin Lenini,K. Lenini,M,Cabo Verde,4,11,5.5,0.1,5.5
Yoel Bárcenas,Y. Bárcenas,M,Panama,4,11,5.5,0.1,5.5
Ali Nemati,A. Nemati,D,Iran,4.5,11,5.5,0,5.5
Lamine Yamal,L. Yamal,M,Spain,11.5,10,5,22.5,5
Vitinha,Vitinha,M,Portugal,8.5,10,5,13.1,5
Rodrigo De Paul,R. De Paul,M,Argentina,6,10,5,5.3,5
Bradley Barcola,B. Barcola,M,France,7,10,5,1.8,5
Ibrahim Mbaye,I. Mbaye,F,Senegal,4.5,10,5,1.4,5
Bruno Guimarães,B. Guimarães,M,Brazil,8,10,5,0.8,5
Jhon Arias,J. Arias,M,Colombia,6,10,5,2.1,5
Raúl Jiménez,R. Jiménez,F,Mexico,6,10,5,4,5
Marcos Llorente,M. Llorente,D,Spain,5.5,10,10,5.6,5
Takehiro Tomiyasu,T. Tomiyasu,D,Japan,4.5,10,5,0.9,5
Weston McKennie,W. McKennie,M,USA,6,10,5,2.1,5
Ricardo Adé,R. Adé,D,Haiti,4,10,5,0.5,5
Nestory Irankunda,N. Irankunda,M,Australia,5,10,5,0.3,5
Caleb Yirenkyi,C. Yirenkyi,M,Ghana,4.5,10,5,0.3,5
Lionel Mpasi Nzau,L. Mpasi Nzau,G,DR Congo,4.5,10,5,0.2,5
Junya Ito,J. Ito,M,Japan,5,10,5,0.6,5
Johan Mojica,J. Mojica,D,Colombia,4.5,10,5,0.7,5
Ezri Konsa,E. Konsa,D,England,5.5,10,5,2.1,5
Alan Franco,A. Franco,M,Ecuador,5,10,5,0.1,5
Sidny Lopes Cabral,S. L. Cabral,D,Cabo Verde,4,10,5,0.2,5
Vladimír Coufal,V. Coufal,D,Czechia,5.5,10,5,1.6,5
Ali Olwan,A. Olwan,F,Jordan,4,10,5,0.3,5
David Møller Wolfe,D. M. Wolfe,D,Norway,4.5,10,5,0.2,5
Mohammed Al-Owais,M. Al-Owais,G,Saudi Arabia,4,10,5,0.4,5
Torbjørn Heggem,T. Heggem,D,Norway,4.5,10,5,0.1,5
Armando Obispo,A. Obispo,D,Curaçao,4,10,5,0.1,5
Kim Seung-gyu,K. Seung-gyu,G,South Korea,4.5,10,5,0.3,5
Connor Metcalfe,C. Metcalfe,M,Australia,4.5,10,5,0,5
Steven Moreira,S. Moreira,D,Cabo Verde,4,10,5,0.1,5
Kevin De Bruyne,K. De Bruyne,M,Belgium,7.5,9,4.5,4.5,4.5
Frenkie de Jong,F. de Jong,M,Netherlands,7.5,9,4.5,2.3,4.5
Kenan Yıldız,K. Yıldız,M,Türkiye,7.5,9,4.5,0.9,4.5
David Alaba,D. Alaba,D,Austria,5.5,9,4.5,3.8,4.5
Rafael Leão,R. Leão,M,Portugal,6.5,9,4.5,3,4.5
Reece James,R. James,D,England,5.5,9,4.5,5.7,4.5
Pedro Neto,P. Neto,M,Portugal,7,9,4.5,0.8,4.5
Rúben Dias,R. Dias,D,Portugal,6.5,9,9,5.1,4.5
Noni Madueke,N. Madueke,M,England,6,9,4.5,2.1,4.5
Ramy Bensebaini,R. Bensebaini,D,Algeria,6,9,4.5,6,4.5
Amine Gouiri,A. Gouiri,F,Algeria,5,9,4.5,0.6,4.5
Ferdi Kadıoğlu,F. Kadıoğlu,D,Türkiye,5.5,9,4.5,3.3,4.5
Aaron Wan-Bissaka,A. Wan-Bissaka,D,DR Congo,5,9,4.5,1,4.5
Mike Maignan,M. Maignan,G,France,6,9,4.5,13.7,4.5
Kim Min-jae,K. Min-jae,D,South Korea,5.5,9,4.5,3.7,4.5
Christ Inao Oulaï,C. I. Oulaï,M,Côte d'Ivoire,5.5,9,4.5,0.7,4.5
Issa Diop,I. Diop,D,Morocco,5,9,4.5,0.6,4.5
Tajon Buchanan,T. Buchanan,M,Canada,5,9,4.5,0.4,4.5
Mohamed Hany,M. Hany,D,Egypt,5,9,4.5,0.3,4.5
Djed Spence,D. Spence,D,England,4.5,9,4.5,0.4,4.5
Tyler Adams,T. Adams,M,USA,5,9,4.5,0.5,4.5
Akram Afif,A. Afif,M,Qatar,4,9,4.5,1.5,4.5
Marin Pongračić,M. Pongračić,D,Croatia,4.5,9,9,0.1,4.5
Matěj Kovář,M. Kovář,G,Czechia,5,9,4.5,0.6,4.5
Leo Østigård,L. Østigård,D,Norway,5,9,4.5,0.4,4.5
Camilo Vargas,C. Vargas,G,Colombia,4,9,4.5,0.9,4.5
Remo Freuler,R. Freuler,M,Switzerland,5.5,9,4.5,0.5,4.5
Saman Ghoddos,S. Ghoddos,M,Iran,4.5,9,4.5,0,4.5
Abdulelah Al-Amri,A. Al-Amri,D,Saudi Arabia,4,9,4.5,0.4,4.5
Nico Elvedi,N. Elvedi,D,Switzerland,5,9,4.5,0.3,4.5
Aaron Hickey,A. Hickey,D,Scotland,4.5,9,9,0.1,4.5
Marcus Pedersen,M. Pedersen,D,Norway,4.5,9,9,0.1,4.5
César Blackman,C. Blackman,D,Panama,4,9,4.5,0.1,4.5
Hossein Kanaani,H. Kanaani,D,Iran,4,9,9,0.1,4.5
Andrés Andrade,A. Andrade,D,Panama,4,9,4.5,0,4.5
Matthew Freese,M. Freese,G,USA,4.5,9,4.5,0.2,4.5
Michal Sadílek,M. Sadílek,M,Czechia,5,9,4.5,0.1,4.5
Maxime Crépeau,M. Crépeau,G,Canada,4,9,4.5,0.4,4.5
Gi-Hyuk Lee,G. Lee,D,South Korea,4,9,4.5,0.4,4.5
Alexandr Sojka,A. Sojka,M,Czechia,4,9,4.5,0.3,4.5
Marcus Rashford,M. Rashford,M,England,7,8,4,2.6,4
Bukayo Saka,B. Saka,M,England,9,8,4,1.8,4
Dani Olmo,D. Olmo,M,Spain,7,8,4,2.5,4
João Cancelo,J. Cancelo,D,Portugal,5.5,8,4,14.8,4
Riyad Mahrez,R. Mahrez,M,Algeria,8,8,4,0.4,4
Manuel Neuer,M. Neuer,G,Germany,5.5,8,4,11.8,4
Christian Pulišić,C. Pulišić,M,USA,7.5,8,8,1.5,4
Azzedine Ounahi,A. Ounahi,M,Morocco,7,8,4,0.5,4
Ayyoub Bouaddi,A. Bouaddi,M,Morocco,5,8,4,2.6,4
Bilal El Khannouss,B. E. Khannouss,M,Morocco,6.5,8,4,0.3,4
Andy Robertson,A. Robertson,D,Scotland,5,8,4,3,4
Idrissa Gana Gueye,I. Gueye,M,Senegal,5.5,8,4,1.1,4
Gonzalo Plata,G. Plata,M,Ecuador,6,8,4,1.3,4
Guéla Doué,G. Doué,D,Côte d'Ivoire,5,8,4,2.8,4
Danilo,Danilo,D,Brazil,4.5,8,4,1.8,4
Nahuel Molina,N. Molina,D,Argentina,4,8,4,6.8,4
Krépin Diatta,K. Diatta,D,Senegal,5,8,4,0.4,4
Anthony Elanga,A. Elanga,M,Sweden,6,8,4,1.7,4
Jonathan Tah,J. Tah,D,Germany,6.5,8,4,3.2,4
Edson Álvarez,E. Álvarez,M,Mexico,6,8,4,1.4,4
Aïssa Mandi,A. Mandi,D,Algeria,4.5,8,4,0.2,4
Marko Arnautović,M. Arnautović,F,Austria,5.5,8,4,1.2,4
Rodrigo Bentancur,R. Bentancur,M,Uruguay,6,8,4,1.3,4
Danley Jean Jacques,D. Jean Jacques,M,Haiti,4,8,4,0.2,4
Uğurcan Çakır,U. Çakır,G,Türkiye,5,8,4,2.5,4
Mauricio,Mauricio,M,Paraguay,4.5,8,8,0.2,4
Hannes Delcroix,H. Delcroix,D,Haiti,4,8,4,0.2,4
Petar Musa,P. Musa,F,Croatia,4.5,8,4,0.4,4
Martin Expérience,M. Expérience,D,Haiti,4,8,4,0.1,4
Jefferson Lerma,J. Lerma,M,Colombia,5.5,8,4,0.6,4
Giovanni Reyna,G. Reyna,M,USA,5.5,8,4,0.6,4
Maxim De Cuyper,M. De Cuyper,D,Belgium,5,8,4,0.6,4
Merih Demiral,M. Demiral,D,Türkiye,5,8,4,0.5,4
Josip Šutalo,J. Šutalo,D,Croatia,5,8,4,0.2,4
Jovo Lukić,J. Lukić,F,Bosnia & Herzegovina,4,8,4,0.9,4
Kaishu Sano,K. Sano,M,Japan,6,8,4,1.1,4
Sander Berge,S. Berge,M,Norway,6,8,4,1.1,4
Ahmed Fatouh,A. Aboul-Fetouh,D,Egypt,4.5,8,4,0.2,4
Amir Al-Ammari,A. Al-Ammari,M,Iraq,4,8,4,0.1,4
Matías Galarza,M. Galarza,M,Paraguay,4,8,8,0.2,4
Jaminton Campaz,J. Campaz,M,Colombia,4.5,8,8,0.1,4
Khuliso Mudau,K. Mudau,D,South Africa,4,8,4,0.4,4
Kristoffer Ajer,K. Ajer,D,Norway,5,8,4,0.3,4
Michel Aebischer,M. Aebischer,M,Switzerland,4.5,8,4,0.1,4
Xaver Schlager,X. Schlager,M,Austria,5.5,8,4,0.5,4
Andrés Cubas,A. Cubas,M,Paraguay,5,8,4,0.1,4
Ime Okon,I. Okon,D,South Africa,4,8,4,0.1,4
Marko Stamenić,M. Stamenić,M,New Zealand,4,8,4,0.1,4
Abdallah Nasib,A. Nasib,D,Jordan,4,8,4,0,4
Cristian Martínez,C. Martínez,M,Panama,4,8,4,0.1,4
Boualem Khoukhi,B. Khoukhi,D,Qatar,4,8,4,0,4
Aiden O'Neill,A. O'Neill,M,Australia,4.5,8,4,0,4
Joshua Brenet,J. Brenet,D,Curaçao,4,8,8,0,4
Alexis Mac Allister,A. Mac Allister,M,Argentina,7.5,7,3.5,1.5,3.5
Rayan Aït-Nouri,R. Aït-Nouri,D,Algeria,5.5,7,3.5,2.9,3.5
Mahmoud Trézéguet,M. Trézéguet,M,Egypt,5.5,7,7,0.7,3.5
Jean-Ricner Bellegarde,J. Bellegarde,M,Haiti,4.5,7,3.5,0.5,3.5
Fabián Ruiz,F. Ruiz,M,Spain,7.5,7,3.5,1,3.5
Aleksandar Pavlović,A. Pavlović,M,Germany,6.5,7,3.5,1.4,3.5
Juan Fernando Quintero,J. Quintero,M,Colombia,4.5,7,7,0.6,3.5
Ante Budimir,A. Budimir,F,Croatia,6,7,7,1.8,3.5
Hyeon-gyu Oh,H. Oh,F,South Korea,5,7,3.5,0.6,3.5
Zidane Iqbal,Z. Iqbal,M,Iraq,4,7,3.5,0.3,3.5
Gregor Kobel,G. Kobel,G,Switzerland,5.5,7,3.5,4.5,3.5
Dan Ndoye,D. Ndoye,M,Switzerland,5,7,3.5,0.7,3.5
Bart Verbruggen,B. Verbruggen,G,Netherlands,5.5,7,3.5,2.8,3.5
Aymen Hussein,A. Hussein,F,Iraq,4,7,3.5,0.5,3.5
Jae-sung Lee,J. Lee,M,South Korea,4.5,7,3.5,0.2,3.5
Amir Murillo,A. Murillo,D,Panama,4,7,3.5,0.4,3.5
Merchas Doski,M. Doski,D,Iraq,4,7,3.5,0.2,3.5
Kevin Danso,K. Danso,D,Austria,4.5,7,3.5,0.4,3.5
Montassar Talbi,M. Talbi,D,Tunisia,4.5,7,3.5,0.1,3.5
Ahmed Nadhir Benbouali,A. N. Benbouali,F,Algeria,4,7,7,0.2,3.5
Han-Beom Lee,H. Lee,D,South Korea,4.5,7,3.5,0.1,3.5
Ermin Mahmić,E. Mahmić,M,Bosnia & Herzegovina,4,7,7,0.1,3.5
Philipp Lienhart,P. Lienhart,D,Austria,5,7,7,0.1,3.5
Pedro Miguel,P. Miguel,D,Qatar,4,7,3.5,0.1,3.5
Mattias Svanberg,M. Svanberg,M,Sweden,5,7,7,0.1,3.5
Hélio Varela,H. Varela,M,Cabo Verde,4,7,7,0.1,3.5
Sherel Constancio Floranus,S. Floranus,D,Curaçao,4,7,3.5,0,3.5
Jiovany Ramos,J. Ramos,D,Panama,4,7,3.5,0.1,3.5
James Rodríguez,J. Rodríguez,M,Colombia,6,6,3,4.8,3
Anthony Gordon,A. Gordon,M,England,7,6,3,1.8,3
Thomas Partey,T. Partey,M,Ghana,5.5,6,6,0.9,3
Eldor Shomurodov,E. Shomurodov,F,Uzbekistan,4.5,6,3,0.6,3
Luis Javier Suárez,L. J. Suárez ,F,Colombia,7,6,3,1.6,3
Nicolás González,N. González,M,Argentina,5.5,6,3,1,3
Nicolás de la Cruz,N. De la Cruz,M,Uruguay,4.5,6,3,0.5,3
Pervis Estupiñán,P. Estupiñán,D,Ecuador,5,6,6,1.1,3
Antonio Nusa,A. Nusa,M,Norway,6.5,6,3,1.6,3
Jordan Ayew,J. Ayew,F,Ghana,5.5,6,3,0.9,3
Hicham Boudaoui,H. Boudaoui,M,Algeria,5.5,6,3,0.3,3
Mbekezeli Mbokazi,M. Mbokazi,D,South Africa,4,6,3,0.9,3
Ibrahim Sangaré,I. Sangaré,M,Côte d'Ivoire,6,6,3,1.1,3
Odilon Kossounou,O. Kossounou,D,Côte d'Ivoire,5,6,3,0.2,3
Nabil Bentaleb,N. Bentaleb,M,Algeria,5.5,6,3,0.5,3
Guillermo Varela,G. Varela,D,Uruguay,5,6,3,0.6,3
Axel Tuanzebe,A. Tuanzebe,D,DR Congo,5,6,3,0.2,3
