name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Teun Koopmeiners,T. Koopmeiners,M,Netherlands,6,0,0,1.1,0
Oumar Diakité,O. Diakité,F,Côte d'Ivoire,4.5,0,0,0.2,0
Ismael Gharbi,I. Gharbi,M,Tunisia,4.5,0,0,0.1,0
Alexis Saelemaekers,A. Saelemaekers,M,Belgium,6.5,0,0,0.2,0
Manu Koné,M. Koné,M,France,5.5,0,0,0.7,0
Jørgen Strand Larsen,J. Larsen,F,Norway,5,0,0,0.3,0
Facundo Pellistri,F. Pellistri,M,Uruguay,4.5,0,0,0.3,0
Yéremy Pino,Y. Pino,M,Spain,5.5,0,0,0.5,0
Elias Achouri,E. Achouri,M,Tunisia,5,0,0,0.1,0
Cherif Ndiaye,C. Ndiaye,F,Senegal,4.5,0,0,0.2,0
Ernest Nuamah,E. Nuamah,M,Ghana,4.5,0,0,0.2,0
Nathanaël Mbuku,N. Mbuku,F,DR Congo,4.5,0,0,0.1,0
Justin Kluivert,J. Kluivert,M,Netherlands,5.5,0,0,0.8,0
Joaquín Piquerez,J. Piquerez,D,Uruguay,4.5,0,0,0.5,0
Malick Thiaw,M. Thiaw,D,Germany,4.5,0,0,0.4,0
Wout Weghorst,W. Weghorst,F,Netherlands,5,0,0,0.8,0
Matías Viña,M. Viña,D,Uruguay,4,0,0,1.1,0
Diego Moreira,D. Moreira,M,Belgium,5.5,0,0,0.6,0
Sebastian Tounekti,S. Tounekti,M,Tunisia,4.5,0,0,0.1,0
Jordan Henderson,J. Henderson,M,England,4.5,0,0,0.9,0
Antoine Mendy,A. Mendy,D,Senegal,5,0,0,0.4,0
Jaloliddin Masharipov,J. Masharipov,M,Uzbekistan,4,0,0,0,0
Lenny Joseph,L. Joseph,F,Haiti,4,0,0,0.2,0
Luka Sučić,L. Sučić,M,Croatia,5,0,0,0.4,0
Obed Vargas,O. Vargas,M,Mexico,5.5,0,0,0.6,0
Marwan Attia,M. Attia,M,Egypt,5,0,0,0.1,0
Youssef Belammari,Y. Belammari,D,Morocco,4,0,0,0.4,0
José María Giménez,J. M. Giménez,D,Uruguay,5.5,0,0,1.3,0
Yerry Mina,Y. Mina,D,Colombia,4.5,0,0,0.7,0
Samir Sophian Chergui,S. S. Chergui,D,Algeria,4.5,0,0,0,0
Ousmane Diomande,O. Diomande,D,Côte d'Ivoire,5,0,0,0.5,0
Evann Guessand,E. Guessand,F,Côte d'Ivoire,5.5,0,0,0.8,0
Duke Lacroix,D. Lacroix,D,Haiti,4,0,0,0.2,0
Nikola Vlašić,N. Vlašić,M,Croatia,5,0,0,0.2,0
Ao Tanaka,A. Tanaka,M,Japan,5.5,0,0,0.7,0
Dean Henderson,D. Henderson,G,England,4.5,0,0,0.3,0
Gonçalo Guedes,G. Guedes,F,Portugal,5.5,0,0,1,0
Dodi Lukebakio,D. Lukebakio,M,Belgium,6,0,0,1.1,0
Maximilian Beier,M. Beier,F,Germany,5,0,0,0.2,0
Lucas Digne,L. Digne,D,France,5,0,0,0.4,0
Borja Iglesias,B. Iglesias,F,Spain,5,0,0,0.4,0
César Huerta,C. Huerta,M,Mexico,4.5,0,0,0.1,0
Zakaria El Ouahdi,Z. E. Ouahdi,D,Morocco,4.5,0,0,0.1,0
Nilson Angulo,N. Angulo,M,Ecuador,5.5,0,0,0.4,0
Samú Costa,S. Costa,M,Portugal,5.5,0,0,0.5,0
Ardon Jashari,A. Jashari,M,Switzerland,5,0,0,0.1,0
Woodensky Pierre,W. Pierre,M,Haiti,4,0,0,0.1,0
Félix Torres,F. Torres,D,Ecuador,4.5,0,0,0.1,0
David Ospina,D. Ospina,G,Colombia,4,0,0,1,0
Mike Penders,M. Penders,G,Belgium,4,0,0,0.2,0
Bazoumana Touré,B. Touré,M,Côte d'Ivoire,4.5,0,0,0.2,0
Abdoulaye Seck,A. Seck,D,Senegal,4,0,0,0.3,0
Elye Wahi,E. Wahi,F,Côte d'Ivoire,4,0,0,1.4,0
Brian Cipenga,B. Cipenga,F,DR Congo,4.5,0,0,0.1,0
Marc Pubill,Pubill,D,Spain,5,0,0,0.4,0
Alexis Vega,A. Vega,M,Mexico,5.5,0,0,0.6,0
José Sá,J. Sá,G,Portugal,4.5,0,0,0.5,0
Jean-Kévin Duverne,J. Duverne,D,Haiti,4,0,0,0.1,0
Dan Burn,D. Burn,D,England,4.5,0,0,0.4,0
Kieran Tierney,K. Tierney,D,Scotland,4.5,0,0,0.4,0
Pascal Groß,P. Groß,M,Germany,5.5,0,0,0.5,0
Mohamed Tougai,M. Tougai,D,Algeria,4,0,0,0.1,0
Khalil Ayari,K. Ayari,F,Tunisia,4,0,0,0.2,0
Maxim De Cuyper,M. De Cuyper,D,Belgium,5,0,0,0.6,0
Dylan Batubinsika,D. Batubinsika,D,DR Congo,4,0,0,0,0
Johan Manzambi,J. Manzambi,M,Switzerland,6,0,0,1.2,0
Thelo Aasgaard,T. Aasgaard,M,Norway,4.5,0,0,0.2,0
Eren Elmalı,E. Elmalı,D,Türkiye,4.5,0,0,0.1,0
Deniz Gül,D. Gül,F,Türkiye,5,0,0,0.2,0
Derrick Etienne,D. Etienne,F,Haiti,4,0,0,0.1,0
Rodrigo Zalazar,R. Zalazar,F,Uruguay,5.5,0,0,0.8,0
Josip Šutalo,J. Šutalo,D,Croatia,5,0,0,0.2,0
Ricardo Pepi,R. Pepi,F,USA,5.5,0,0,0.8,0
Kaan Ayhan,K. Ayhan,D,Türkiye,4,0,0,0.3,0
Emiliano Martínez,E. Martínez,M,Uruguay,4.5,0,0,0.2,0
Çağlar Söyüncü,Ç. Söyüncü,D,Türkiye,4.5,0,0,0.2,0
Youssef Amyn,Y. Amyn,M,Iraq,4,0,0,0.1,0
Rui Silva,R. Silva,G,Portugal,4,0,0,0.4,0
Munir El Kajoui,M. El Kajoui,G,Morocco,4,0,0,0.1,0
Mert Günok,M. Günok,G,Türkiye,4,0,0,0.1,0
Mory Diaw,M. Diaw,G,Senegal,4,0,0,0.1,0
Matthieu Epolo,M. Epolo,G,DR Congo,4,0,0,0.2,0
Firas Chaouat,F. Chaouat,F,Tunisia,4.5,0,0,0.1,0
İrfan Can Kahveci,İ. C. Kahveci,M,Türkiye,4.5,0,0,0.1,0
Christopher Baah,C. Baah,M,Ghana,5,0,0,0.1,0
Gaël Kakuta,G. Kakuta,M,DR Congo,4,0,0,0.2,0
Zineddine Belaid,Z. Belaid,D,Algeria,4,0,0,0.2,0
Redouane Halhal,R. Halhal,D,Morocco,4.5,0,0,0.1,0
Antonio Sanabria,A. Sanabria,F,Paraguay,5.5,0,0,0.7,0
Yehvann Diouf,Y. Diouf,G,Senegal,4,0,0,0.1,0
Haris Tabaković,H. Tabaković,F,Bosnia & Herzegovina,5,0,0,0.1,0
Dominique Simon,D. Simon,M,Haiti,4,0,0,0.1,0
Alireza Jahanbakhsh,A. Jahanbakhsh,M,Iran,4,0,0,0.2,0
Zeno Debast,Z. Debast,D,Belgium,5,0,0,0,0
Koni De Winter,K. De Winter,D,Belgium,4.5,0,0,0.2,0
Amine Sbai,A. Sbai,F,Morocco,4,0,0,0.3,0
Farès Ghedjemis,F. Ghedjemis,F,Algeria,4.5,0,0,0,0
Yassine Titraoui,Y. Titraoui,M,Algeria,5,0,0,0.1,0
Ali Maamar,A. Maamar,D,Morocco,4.5,0,0,0,0
Santiago Arias,S. Arias,D,Colombia,4,0,0,0.6,0
Jhon Córdoba,J. Córdoba,F,Colombia,4.5,0,0,0.2,0
Oğuz Aydın,O. Aydın,M,Türkiye,4.5,0,0,0.1,0
Mostafa Ziko,M. Ziko,M,Egypt,4.5,0,0,0.2,0
Nadiem Amiri,N. Amiri,M,Germany,4.5,0,0,0.1,0
Alban Lafont,A. Lafont,G,Côte d'Ivoire,4.5,0,0,0.2,0
Achref Abada,A. Abada,D,Algeria,4,0,0,0.1,0
Timothy Fayulu,T. Fayulu,G,DR Congo,4,0,0,0.1,0
Toni Fruk,T. Fruk,M,Croatia,4,0,0,0.5,0
Ángelo Preciado,Á. Preciado,M,Ecuador,4.5,0,0,0.1,0
Ahmed Nadhir Benbouali,A. N. Benbouali,F,Algeria,4,0,0,0.1,0
Ko Itakura,K. Itakura,D,Japan,5,0,0,0.2,0
Kevin Rodriguez,K. Rodríguez,F,Ecuador,5,0,0,0.1,0
Mehdi Al Harrar,M. Harrar,G,Morocco,4.5,0,0,0.1,0
Alan Minda,A. Minda,F,Ecuador,4.5,0,0,0.1,0
Duje Ćaleta-Car,D. Ćaleta-Car,D,Croatia,5,0,0,0.1,0
Tyler Fletcher,T. Fletcher,M,Scotland,4,0,0,0.6,0
Jeremy Arevalo,J. Arévalo,F,Ecuador,4,0,0,0.2,0
Carl Fred Sainté,C. F. Sainté,D,Haiti,4,0,0,0,0
Matías Fernández-Pardo,M. Fernandez,F,Belgium,5.5,0,0,0.8,0
Brenden Aaronson,B. Aaronson,M,USA,5.5,0,0,0.5,0
Mark Flekken,M. Flekken,G,Netherlands,4,0,0,0.3,0
Orbelín Pineda,O. Pineda,M,Mexico,5.5,0,0,0.5,0
Ozan Kabak,O. Kabak,D,Türkiye,4.5,0,0,0.1,0
Sebastian Nanasi,S. Nanasi,M,Sweden,5,0,0,0.1,0
Brice Samba,B. Samba,G,France,4,0,0,0.3,0
Yuito Suzuki,Y. Suzuki,F,Japan,5,0,0,0.4,0
Sergio Rochet,S. Rochet,G,Uruguay,5,0,0,0.9,0
Mohammad Abu Zrayq,Shararh,M,Jordan,4,0,0,0.1,0
Marin Pongračić,M. Pongračić,D,Croatia,4.5,0,0,0.1,0
Mateo Chávez,M. Chávez,D,Mexico,4.5,0,0,0.1,0
Abduvokhid Nematov,A. Nematov,G,Uzbekistan,4,0,0,0.2,0
Nikola Moro,N. Moro,M,Croatia,4.5,0,0,0.1,0
Alex Zendejas,A. Zendejas,M,USA,5,0,0,0.1,0
Hossam Abdelmaguid,H. Abdelmaguid,D,Egypt,4.5,0,0,0.1,0
Alexander Nübel,A. Nübel,G,Germany,4,0,0,0.4,0
Yan Valery,Y. Valery,D,Tunisia,4.5,0,0,0,0
Gue-sung Cho,G. Cho,F,South Korea,4.5,0,0,0.1,0
Alexandre Pierre,A. Pierre,G,Haiti,4,0,0,0.1,0
Keeto Thermoncy,K. Thermoncy,D,Haiti,4,0,0,0.1,0
Marwane Saadane,M. Saadane,D,Morocco,4,0,0,0.1,0
Dominik Kotarski,D. Kotarski,G,Croatia,4.5,0,0,0.1,0
Adalberto Carrasquilla,A. Carrasquilla,M,Panama,4.5,0,0,0.1,0
Marko Farji,M. Farji,M,Iraq,4,0,0,0.1,0
Hazem Mastouri,H. Mastouri,F,Tunisia,4.5,0,0,0.1,0
Mats Wieffer,M. Wieffer,D,Netherlands,4.5,0,0,0.1,0
Isidro Pitta,I. Pitta,F,Paraguay,4.5,0,0,0.1,0
Taha Abdi Ali,T. Ali,M,Sweden,4.5,0,0,0.1,0
Djibril Sow,D. Sow,M,Switzerland,5.5,0,0,0.4,0
Robin Roefs,R. Roefs,G,Netherlands,4.5,0,0,0.3,0
Haji Wright,H. Wright,F,USA,4.5,0,0,0.2,0
Jamie Leweling,J. Leweling,M,Germany,4.5,0,0,0.1,0
Oussama Benbot,O. Benbot,G,Algeria,4,0,0,0.1,0
Prince Kwabena Adu,P. K. Adu,F,Ghana,4,0,0,0.2,0
Alidu Seidu,A. Seidu,D,Ghana,4.5,0,0,0.1,0
Jean Michaël Seri,J. M. Seri,M,Côte d'Ivoire,4.5,0,0,0.1,0
Arthur Theate,A. Theate,D,Belgium,5.5,0,0,1.5,0
Kristijan Jakić,K. Jakić,M,Croatia,4.5,0,0,0.1,0
Matías Galarza,M. Galarza,M,Paraguay,4,0,0,0.1,0
Guus Til,G. Til,M,Netherlands,5.5,0,0,0.5,0
Jun-Ho Bae,B. Jun-Ho,M,South Korea,4.5,0,0,0,0
Nabil Donga,N. Donga,M,Egypt,4.5,0,0,0,0
Hussein Ali,H. Ali,D,Iraq,4,0,0,0.1,0
Martin Erlić,M. Erlić,D,Croatia,4.5,0,0,0.1,0
Wilguens Paugain,W. Paugain,D,Haiti,4,0,0,0,0
Samed Baždar,S. Baždar,F,Bosnia & Herzegovina,4,0,0,0.2,0
Melvin Mastil,M. Mastil,G,Algeria,4,0,0,0,0
Marten de Roon,M. de Roon,M,Netherlands,6,0,0,1,0
Josué Duverger,J. Duverger,G,Haiti,4,0,0,0,0
Rani Khedira,R. Khedira,M,Tunisia,5,0,0,0.1,0
Kojo Peprah Oppong,K. P. Oppong,D,Ghana,4.5,0,0,0,0
Keisuke Goto,K. Goto,F,Japan,4.5,0,0,0.1,0
Nawaf Al-Aqidi,N. Al-Aqidi,G,Saudi Arabia,4.5,0,0,0.1,0
Jorge Sánchez,J. Sánchez,D,Mexico,4.5,0,0,0.1,0
Robin Risser,R. Risser,G,France,4,0,0,0.2,0
Matt Turner,M. Turner,G,USA,4.5,0,0,0.5,0
Dylan Bronn,D. Bronn,D,Tunisia,4,0,0,0.1,0
Amir Hadžiahmetović,A. Hadžiahmetović,M,Bosnia & Herzegovina,4,0,0,0.2,0
Joaquin Seys,J. Seys,D,Belgium,5,0,0,0.1,0
Rahman Baba,R. Baba,D,Ghana,4.5,0,0,0.1,0
Mathew Ryan,M. Ryan,G,Australia,4.5,0,0,0.3,0
Fabián Balbuena,F. Balbuena,D,Paraguay,4.5,0,0,0.1,0
Igor Sergeev,I. Sergeev,F,Uzbekistan,4,0,0,0.2,0
Jordy Caicedo,J. Caicedo,F,Ecuador,4.5,0,0,0.3,0
Rodrigo Aguirre,R. Aguirre,F,Uruguay,5.5,0,0,0.7,0
Mahdi Soliman,M. Soliman,G,Egypt,4,0,0,0,0
Fabian Rieder,F. Rieder,M,Switzerland,5.5,0,0,0.4,0
Yang Hyun-Jun,Y. Hyun-Jun,F,South Korea,4.5,0,0,0.1,0
Michael Gregoritsch,M. Gregoritsch,F,Austria,5,0,0,0.1,0
Ayman Yahya,A. Yahya,M,Saudi Arabia,4.5,0,0,0,0
Aimar Sher,A. Sher,M,Iraq,4,0,0,0,0
Juan Portilla,J. Portilla,M,Colombia,4.5,0,0,0.1,0
Oliver Baumann,O. Baumann,G,Germany,4.5,0,0,0.3,0
Christopher Operi,C. Operi,D,Côte d'Ivoire,4,0,0,0.1,0
Parfait Guiagon,P. Guiagon,M,Côte d'Ivoire,4.5,0,0,0,0
Gabriel Ávalos,G. Ávalos,F,Paraguay,4.5,0,0,0.1,0
Ivan Šunjić,I. Šunjić,M,Bosnia & Herzegovina,4.5,0,0,0.1,0
Rayan Elloumi,R. Elloumi,F,Tunisia,4,0,0,0.1,0
Denil Castillo,D. Castillo,M,Ecuador,4.5,0,0,0.1,0
Tshepang Moremi,T. Moremi,M,South Africa,4,0,0,0.1,0
Niko Sigur,N. Sigur,D,Canada,4,0,0,0.2,0
Mortadha Ben Ouanes,M. B. Ouanes,M,Tunisia,4.5,0,0,0,0
Abdul Mumin,A. Mumin,D,Ghana,4.5,0,0,0.1,0
Saša Kalajdžić,S. Kalajdžić,F,Austria,4.5,0,0,0.1,0
Kevin Yakob,K. Yakob,M,Iraq,4,0,0,0,0
David Jurásek,D. Jurásek,D,Czechia,5,0,0,0.1,0
Aaron Tshibola,A. Tshibola,M,DR Congo,4,0,0,0.1,0
Santiago Bueno,S. Bueno,D,Uruguay,4.5,0,0,0.1,0
David Affengruber,D. Affengruber,D,Austria,4,0,0,0.1,0
Yaimar Medina,Y. Medina,D,Ecuador,4.5,0,0,0.1,0
Álvaro Montero,Á. Montero,G,Colombia,4.5,0,0,0.2,0
Mohamed Koné,M. Koné,G,Côte d'Ivoire,4,0,0,0.1,0
Moataz Nefati,M. Neffati,D,Tunisia,4,0,0,0,0
Junnosuke Suzuki,J. Suzuki,D,Japan,4.5,0,0,0.1,0
Deiver Machado,D. Machado,D,Colombia,4,0,0,0.3,0
Aymen Dahmen,A. Dahmen,G,Tunisia,4.5,0,0,0.1,0
Roberto Fernández,R. Fernández,G,Paraguay,4.5,0,0,0.1,0
Frans Putros,F. Putros,D,Iraq,4,0,0,0.1,0
Khozhiakbar Alizhonov,K. Alizhonov,D,Uzbekistan,4,0,0,0,0
Dayne St. Clair,D. St. Clair,G,Canada,5,0,0,0.4,0
Willer Ditta,W. Ditta,D,Colombia,4.5,0,0,0.2,0
Kamogelo Sebelebele,K. Sebelebele,M,South Africa,4,0,0,0.1,0
Ahmed Reda Tagnaouti,A. R. Tagnaouti,G,Morocco,4,0,0,0.1,0
Gustavo Caballero,G. Caballero,M,Paraguay,4,0,0,0.1,0
Joe Scally,J. Scally,D,USA,4.5,0,0,0.1,0
Adem Arous,A. Arous,D,Tunisia,4,0,0,0,0
Sipho Chaine,S. Chaine,G,South Africa,4,0,0,0.1,0
Patrick Wimmer,P. Wimmer,M,Austria,5.5,0,0,0.5,0
Jens Castrop,J. Castrop,M,South Korea,5.5,0,0,0.4,0
Dennis Hadžikadunić,D. Hadžikadunić,D,Bosnia & Herzegovina,4.5,0,0,0,0
Alejandro Romero,Kaku,M,Paraguay,4.5,0,0,0,0
Saleh Al-Shehri,S. Al-Shehri,F,Saudi Arabia,4,0,0,0.1,0
Samet Akaydın,S. Akaydın,D,Türkiye,4,0,0,0.1,0
Martin Zlomislić,M. Zlomislić,G,Bosnia & Herzegovina,4,0,0,0.1,0
Stjepan Radeljić,S. Radeljić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Joseph Anang,J. Anang,G,Ghana,4,0,0,0.1,0
Scott McKenna,S. McKenna,D,Scotland,4,0,0,0.2,0
Milad Mohammadi,M. Mohammadi,D,Iran,4.5,0,0,0.1,0
Cristian Volpato,C. Volpato,M,Australia,4.5,0,0,0.1,0
Nihad Mujakić,N. Mujakić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Rebin Sulaka,R. Sulaka,D,Iraq,4,0,0,0,0
Odiljon Khamrobekov,O. Khamrobekov,M,Uzbekistan,4,0,0,0,0
Garry Rodrigues,G. Rodrigues,M,Cabo Verde,4,0,0,0.1,0
Mahmoud Saber,M. Saber,M,Egypt,4.5,0,0,0,0
Augustine Boakye,A. Boakye,M,Ghana,5,0,0,0.1,0
Azizjon Ganiev,A. Ganiev,M,Uzbekistan,4,0,0,0,0
Guillermo Martínez,G. Martínez,F,Mexico,4.5,0,0,0.1,0
Ivor Pandur,I. Pandur,G,Croatia,4,0,0,0.1,0
Auston Trusty,A. Trusty,D,USA,5,0,0,0.1,0
Ayumu Seko,A. Seko,D,Japan,4.5,0,0,0.1,0
Derrick Luckassen,D. Luckassen,D,Ghana,4,0,0,0.1,0
Carlos Acevedo,C. Acevedo,G,Mexico,4,0,0,0.1,0
Anthony Valencia,A. Valencia,F,Ecuador,4,0,0,0.5,0
Jamshid Iskandarov,J. Iskanderov,M,Uzbekistan,4,0,0,0,0
Logan Costa,L. Costa,D,Cabo Verde,4,0,0,0.1,0
Luis Romo,L. Romo,D,Mexico,4,0,0,0.2,0
Florian Grillitsch,F. Grillitsch,M,Austria,5,0,0,0.1,0
Gustaf Nilsson,G. Nilsson,F,Sweden,4.5,0,0,0.1,0
Sultan Mandash,S. Mandash,F,Saudi Arabia,4,0,0,0.1,0
Aurèle Amenda,A. Amenda,D,Switzerland,5,0,0,0.1,0
Santiago Mele,S. Mele,G,Uruguay,4.5,0,0,0.1,0
Cédric Itten,C. Itten,F,Switzerland,4,0,0,0.2,0
Morten Thorsby,M. Thorsby,M,Norway,4.5,0,0,0.1,0
Khalid Al-Ghannam,K. Al-Ghannam,F,Saudi Arabia,4.5,0,0,0,0
Carl Starfelt,C. Starfelt,D,Sweden,4.5,0,0,0.1,0
Yuto Nagatomo,Y. Nagatomo,D,Japan,4,0,0,0.3,0
Mark McKenzie,M. McKenzie,D,USA,4.5,0,0,0.1,0
Ermin Mahmic,E. Mahmic,M,Bosnia & Herzegovina,4,0,0,0.1,0
Lukáš Horníček,L. Horníček,G,Czechia,4.5,0,0,0.1,0
Farrukh Sayfiev,F. Sayfiev,D,Uzbekistan,4,0,0,0,0
Nathan-Dylan Saliba,N. Saliba,M,Canada,4.5,0,0,0.1,0
Jan Kuchta,J. Kuchta,F,Czechia,4.5,0,0,0,0
Alexander Prass,A. Prass,M,Austria,5,0,0,0.1,0
Marcus Pedersen,M. Pedersen,D,Norway,4.5,0,0,0.1,0
Gonzalo Valle,G. Valle,G,Ecuador,4,0,0,0.1,0
Moise Bombito,M. Bombito,D,Canada,4.5,0,0,0,0
Jakhongir Urozov,J. Urozov,D,Uzbekistan,4,0,0,0,0
Wagner Pina,W. Pina,D,Cabo Verde,4,0,0,0.1,0
Almoez Ali,A. Ali,M,Qatar,4,0,0,0.1,0
Thapelo Maseko,T. Maseko,M,South Africa,4,0,0,0.1,0
Sherzod Nasrullaev,S. Nasrullaev,D,Uzbekistan,4,0,0,0,0
Mohamed Alaa,M. Alaa,G,Egypt,4,0,0,0,0
Samukelo Kabini,S. Kabini,D,South Africa,4,0,0,0,0
Dennis Eckert Ayensa,D. Eckert Ayensa,F,Iran,4.5,0,0,0,0
Moisés Ramírez,M. Ramírez,G,Ecuador,4,0,0,0.1,0
Jo Hyeonwoo,J. Hyeonwoo,G,South Korea,4,0,0,0.1,0
José Fajardo,J. Fajardo,F,Panama,4,0,0,0.1,0
Hossein Kanaani,H. Kanaani,D,Iran,4,0,0,0.1,0
Gastón Olveira,G. Olveira,G,Paraguay,4,0,0,0.1,0
Cristian Roldán,C. Roldán,M,USA,4,0,0,0.3,0
Hossein Hosseini,H. Hosseini,G,Iran,4,0,0,0,0
Eray Cömert,E. Cömert,D,Switzerland,4.5,0,0,0,0
Khulumani Ndamane,K. Ndamane,D,South Africa,4,0,0,0,0
Jordy Alcivar,J. Alcivar,M,Ecuador,4,0,0,0.2,0
Ken Sema,K. Sema,M,Sweden,4.5,0,0,0,0
Hélio Varela,H. Varela,M,Cabo Verde,4,0,0,0,0
Besfort Zeneli,B. Zeneli,M,Sweden,4.5,0,0,0,0
Roozbeh Cheshmi,R. Cheshmi,D,Iran,4,0,0,0,0
Marco Friedl,M. Friedl,D,Austria,4.5,0,0,0,0
Ehsan Hajsafi,E. Hajsafi,D,Iran,4,0,0,0,0
Yvon Mvogo,Y. Mvogo,G,Switzerland,4,0,0,0.1,0
Payam Niazmand,P. Niazmand,G,Iran,4,0,0,0,0
Maximilian Arfsten,M. Arfsten,M,USA,4.5,0,0,0,0
Sarpreet Singh,S. Singh,M,New Zealand,4,0,0,0,0
Ali Yousif,A. Yousif,F,Iraq,4,0,0,0.2,0
Silvan Widmer,S. Widmer,D,Switzerland,5,0,0,0.1,0
Hjalmar Ekdal,H. Ekdal,D,Sweden,4.5,0,0,0.1,0
Viktor Johansson,V. Johansson,G,Sweden,4.5,0,0,0.1,0
Patrick Pentz,P. Pentz,G,Austria,4,0,0,0.1,0
Fredrik André Bjørkan,F. A. Bjørkan,D,Norway,4.5,0,0,0.1,0
Mahdi Torabi,M. Torabi,F,Iran,4.5,0,0,0,0
Luca Jaquez,L. Jaquez,D,Switzerland,4.5,0,0,0,0
Ahmed Basil,A. Basil,G,Iraq,4,0,0,0.1,0
Christian Fassnacht,C. Fassnacht,M,Switzerland,4.5,0,0,0,0
George Hirst,G. Hirst,F,Scotland,4,0,0,0.2,0
Bradley Cross,B. Cross,D,South Africa,4,0,0,0,0
Sabri Ben Hessen,S. B. Hessen,G,Tunisia,4,0,0,0,0
Mojmír Chytil,M. Chytil,F,Czechia,4.5,0,0,0,0
Phillipp Mwene,P. Mwene,D,Austria,5,0,0,0.1,0
Saleh Hardani,S. Hardani,D,Iran,4.5,0,0,0,0
Miles Robinson,M. Robinson,D,USA,4,0,0,0.3,0
Lucas Herrington,L. Herrington,D,Australia,4.5,0,0,0,0
Umarbek Eshmuradov,U. Eshmuradov,D,Uzbekistan,4,0,0,0,0
Braian Ojeda,B. Ojeda,M,Paraguay,4.5,0,0,0,0
Dong-gyeong Lee,D. G. Lee,M,South Korea,4.5,0,0,0.1,0
Gustavo Velázquez,G. Velázquez,D,Paraguay,4,0,0,0.1,0
Ross Stewart,R. Stewart,F,Scotland,4,0,0,0.2,0
Jacob Widell Zetterström,J. W. Zetterström,G,Sweden,4,0,0,0.1,0
Fahad Talib,F. Talib,G,Iraq,4,0,0,0,0
Olwethu Makhanya,O. Makhanya,D,South Africa,4,0,0,0,0
Miloš Degenek,M. Degenek,D,Australia,4,0,0,0.1,0
Eric Smith,E. Smith,D,Sweden,4.5,0,0,0.1,0
Ali Majrashi,A. Majrashi,D,Saudi Arabia,4.5,0,0,0,0
Kosta Barbarouses,K. Barbarouses,F,New Zealand,4,0,0,0.1,0
Botirali Ergashev,B. Ergashev,G,Uzbekistan,4,0,0,0.1,0
Tomás Rodríguez,T. Rodríguez,F,Panama,4,0,0,0.1,0
Mohammad Ghorbani,M. Ghorbani,M,Iran,4,0,0,0.1,0
Azizbek Amanov,Azizbek Amanov,M,Uzbekistan,4,0,0,0,0
Hassan Kadesh,H. Kadesh,D,Saudi Arabia,4,0,0,0,0
Tahsin Mohammed Jamshid,T. Mohammed Jamshid,F,Qatar,4,0,0,0.1,0
Alex Paulsen,A. Paulsen,G,New Zealand,4,0,0,0.1,0
Tony Ralston,T. Ralston,D,Scotland,4,0,0,0.1,0
Alexandro Maidana,A. Maidana,D,Paraguay,4,0,0,0.1,0
Ziyad Aljohani,Z. Aljohani,M,Saudi Arabia,4.5,0,0,0,0
Tarek Alaa,T. Alaa,D,Egypt,4,0,0,0,0
Gilson Tavares,G. Tavares,F,Cabo Verde,4,0,0,0.2,0
Keisuke Osako,K. Osako,G,Japan,4,0,0,0.1,0
Sander Tangvik,S. Tangvik,G,Norway,4,0,0,0.1,0
John Souttar,J. Souttar,D,Scotland,4.5,0,0,0.1,0
Kenny McLean,K. McLean,M,Scotland,4.5,0,0,0.1,0
Ajdin Hrustić,A. Hrustić,M,Australia,4.5,0,0,0,0
José Canale,J. Canale,D,Paraguay,4,0,0,0,0
Luis Mejía,L. Mejía,G,Panama,4,0,0,0,0
Gervane Kastaneer,G. Kastaneer,F,Curaçao,4,0,0,0.1,0
Awer Mabil,A. Mabil,M,Australia,4,0,0,0.1,0
Amirmohammad Razzaghinia,A. Razzaghinia,M,Iran,4.5,0,0,0,0
CJ Dos Santos,C. Dos Santos,G,Cabo Verde,4,0,0,0,0
Stopira,Stopira,D,Cabo Verde,4,0,0,0.1,0
Fidel Escobar,F. Escobar,D,Panama,4,0,0,0,0
Nishan Velupillay,N. Velupillay,M,Australia,4,0,0,0,0
Vladimír Darida,V. Darida,M,Czechia,5,0,0,0.1,0
Jearl Margaritha,J. Margaritha,M,Curaçao,4,0,0,0,0
Chris Brady,C. Brady,G,USA,4,0,0,0.1,0
Henrik Sælebakke Falchener,H. S. Falchener,D,Norway,4.5,0,0,0,0
Mathieu Choinière,M. Choinière,M,Canada,4,0,0,0.1,0
David Zima,D. Zima,D,Czechia,4.5,0,0,0,0
Egil Selvik,E. Selvik,G,Norway,4,0,0,0.1,0
Eloy Room,E. Room,G,Curaçao,4,0,0,0.1,0
Tomoki Hayakawa,T. Hayakawa,G,Japan,4,0,0,0.1,0
Edgardo Fariña,E. Fariña,D,Panama,4,0,0,0,0
Ar'Jany Martha,A. Martha,D,Curaçao,4,0,0,0,0
Lukáš Červ,L. Červ,M,Czechia,4.5,0,0,0,0
Marvin Keller,M. Keller,G,Switzerland,4,0,0,0.1,0
Michael Svoboda,M. Svoboda,D,Austria,4,0,0,0.1,0
Benjamin Old,B. Old,M,New Zealand,4,0,0,0,0
Kenji Gorré,K. Gorré,M,Curaçao,4,0,0,0,0
Mladen Jurkas,M. Jurkas,G,Bosnia & Herzegovina,4,0,0,0.1,0
